Node Number	X Location (m)	Y Location (m)	Z Location (m)	Middle Principal Elastic Strain (m/m)
1010	0.10211	0.12065	0.	6.1869e-006
1011	0.10211	0.10795	0.	4.01e-005
1012	0.10211	0.13335	0.	1.1924e-005
1013	0.10422	0.1016	0.	8.3961e-005
1014	0.10634	0.13335	0.	1.56e-005
1015	0.10634	0.12065	0.	2.5434e-005
1016	0.10634	0.10795	0.	4.7288e-005
1017	0.10211	3.175e-002	0.	2.2023e-005
1018	0.10211	4.445e-002	0.	4.4797e-005
1019	0.10211	1.905e-002	0.	1.6193e-005
1020	0.10422	5.08e-002	0.	6.7061e-005
1021	0.10634	1.905e-002	0.	7.3456e-006
1022	0.10634	3.175e-002	0.	1.7641e-005
1023	0.10634	4.445e-002	0.	4.5564e-005
