Node Number	X Location (m)	Y Location (m)	Z Location (m)	Equivalent Elastic Strain (m/m)
522	0.49686	0.12179	1.27e-003	2.2686e-007
523	0.49737	0.13709	0.	6.5155e-006
524	0.45514	0.12156	0.	1.1732e-005
525	0.46899	0.10637	0.	9.7942e-006
526	0.46907	0.12162	1.27e-003	2.8079e-007
527	0.46951	0.13701	0.	9.715e-006
528	0.4273	0.1216	0.	1.5959e-005
529	0.44106	0.10624	0.	1.3679e-005
530	0.44121	0.12151	1.27e-003	3.2994e-007
531	0.44162	0.13696	0.	1.3608e-005
532	0.39958	0.12183	0.	2.0857e-005
533	0.41322	0.1064	0.	1.8248e-005
534	0.41339	0.12168	1.27e-003	3.7831e-007
535	0.41374	0.13704	0.	1.8191e-005
536	0.37193	0.12276	0.	2.6433e-005
537	0.3855	0.10678	0.	2.3481e-005
538	0.38576	0.12199	1.27e-003	4.4469e-007
539	0.38596	0.13719	0.	2.3426e-005
540	0.344	0.12317	0.	3.2751e-005
541	0.35768	0.10807	0.	2.9416e-005
542	0.3581	0.12353	1.27e-003	4.8427e-007
543	0.35816	0.13797	0.	2.945e-005
544	0.31581	0.12274	0.	3.9804e-005
545	0.32985	0.10763	0.	3.6018e-005
546	0.3299	0.1228	1.27e-003	5.6139e-007
547	0.3301	0.1376	0.	3.6137e-005
548	0.2874	0.1226	0.	4.7572e-005
549	0.30182	0.10788	0.	4.3324e-005
550	0.30171	0.12267	1.27e-003	6.0906e-007
551	0.30204	0.13754	0.	4.3575e-005
552	0.25852	0.12215	0.	5.5881e-005
553	0.27305	0.10734	0.	5.1417e-005
554	0.27309	0.12253	1.27e-003	6.7013e-007
555	0.27376	0.13747	0.	5.1745e-005
556	0.22856	0.12148	0.	6.5737e-005
557	0.24379	0.1067	0.	5.9897e-005
558	0.24395	0.12177	1.27e-003	3.0967e-007
559	0.24523	0.13709	0.	6.0849e-005
560	0.19498	0.12004	0.	7.7358e-005
561	0.21335	0.10612	0.	7.0419e-005
562	0.21317	0.12119	1.27e-003	7.859e-007
563	0.21587	0.13679	0.	7.0341e-005
564	0.16574	0.12556	0.	7.9536e-005
565	0.18113	0.10349	0.	8.1899e-005
566	0.17679	0.11889	1.27e-003	8.3742e-007
567	0.18372	0.13565	0.	8.141e-005
568	0.15468	0.13224	1.27e-003	2.9645e-006
569	0.15869	0.14232	0.	7.666e-005
570	0.20261	5.8879e-002	0.	7.3308e-005
571	0.18711	7.2747e-002	0.	7.9543e-005
572	0.18874	5.7406e-002	1.27e-003	1.1387e-006
573	0.2308	6.0845e-002	0.	6.3855e-005
574	0.215	7.5699e-002	0.	6.875e-005
575	0.21647	6.0351e-002	1.27e-003	6.6301e-007
576	0.25968	6.1617e-002	0.	5.5226e-005
577	0.24438	7.6487e-002	0.	5.9638e-005
578	0.24513	6.1339e-002	1.27e-003	9.1069e-007
579	0.28827	6.2117e-002	0.	4.6962e-005
580	0.27362	7.7023e-002	0.	5.1029e-005
581	0.27423	6.1895e-002	1.27e-003	6.8811e-007
582	0.31591	6.1973e-002	0.	3.9543e-005
583	0.30212	7.7713e-002	0.	4.3111e-005
584	0.30231	6.2339e-002	1.27e-003	5.595e-007
585	0.34332	6.1522e-002	0.	3.2765e-005
586	0.32966	7.7032e-002	0.	3.5975e-005
587	0.32951	6.1607e-002	1.27e-003	5.2898e-007
588	0.37114	6.1183e-002	0.	2.6555e-005
589	0.3572	7.7019e-002	0.	2.9474e-005
590	0.35713	6.1437e-002	1.27e-003	4.943e-007
591	0.3991	6.0678e-002	0.	2.0964e-005
592	0.38519	7.6252e-002	0.	2.3548e-005
593	0.38514	6.0928e-002	1.27e-003	4.5701e-007
594	0.42702	6.0467e-002	0.	1.6034e-005
595	0.41305	7.5774e-002	0.	1.8292e-005
596	0.41306	6.0428e-002	1.27e-003	3.9618e-007
597	0.45492	6.0577e-002	0.	1.1805e-005
598	0.44094	7.5738e-002	0.	1.3716e-005
599	0.44097	6.0505e-002	1.27e-003	3.3706e-007
600	0.48283	6.0727e-002	0.	8.28e-006
601	0.46889	7.589e-002	0.	9.8367e-006
602	0.46887	6.0649e-002	1.27e-003	2.8104e-007
603	0.51074	6.0804e-002	0.	5.4619e-006
604	0.49679	7.6033e-002	0.	6.6635e-006
605	0.49678	6.0805e-002	1.27e-003	2.2475e-007
606	0.53884	6.0832e-002	0.	3.3652e-006
607	0.52474	7.6083e-002	0.	4.2101e-006
608	0.52471	6.0802e-002	1.27e-003	1.7257e-007
609	0.55291	7.613e-002	0.	2.498e-006
610	0.55298	6.0862e-002	1.27e-003	1.1703e-007
611	0.53881	9.1381e-002	0.	3.3699e-006
612	0.55283	9.1399e-002	1.27e-003	1.1782e-007
613	0.5108	9.1312e-002	0.	5.4619e-006
614	0.52478	9.1364e-002	1.27e-003	1.7225e-007
615	0.48286	9.1195e-002	0.	8.281e-006
616	0.49681	9.126e-002	1.27e-003	2.2566e-007
617	0.4549	9.1051e-002	0.	1.1813e-005
618	0.4689	9.1131e-002	1.27e-003	2.8361e-007
619	0.42697	9.1045e-002	0.	1.604e-005
620	0.4409	9.0971e-002	1.27e-003	3.3658e-007
621	0.39914	9.1348e-002	0.	2.0942e-005
622	0.41304	9.112e-002	1.27e-003	3.9572e-007
623	0.37125	9.2088e-002	0.	2.6531e-005
624	0.38523	9.1576e-002	1.27e-003	4.3822e-007
625	0.34353	9.2529e-002	0.	3.2744e-005
626	0.35726	9.2601e-002	1.27e-003	4.7473e-007
627	0.31586	9.2772e-002	0.	3.9593e-005
628	0.3298	9.2457e-002	1.27e-003	5.505e-007
629	0.28747	9.262e-002	0.	4.7214e-005
630	0.30192	9.3087e-002	1.27e-003	5.9428e-007
631	0.25832	9.1893e-002	0.	5.5463e-005
632	0.27302	9.2152e-002	1.27e-003	7.423e-007
633	0.22858	9.134e-002	0.	6.4557e-005
634	0.24363	9.1634e-002	1.27e-003	4.6626e-007
635	0.1995	8.9567e-002	0.	7.4961e-005
636	0.17337	8.4351e-002	0.	8.5466e-005
637	0.18547	8.8087e-002	1.27e-003	2.3064e-006
638	0.21353	9.1046e-002	1.27e-003	7.0204e-007
639	0.12439	0.12825	1.27e-003	4.75e-006
640	0.11562	0.12763	0.	6.1974e-005
641	8.0316e-002	2.9992e-002	1.27e-003	2.7065e-006
642	9.1466e-002	2.7696e-002	0.	1.3345e-004
643	6.7555e-002	6.8505e-002	1.27e-003	3.9103e-006
644	8.5086e-002	5.9653e-002	0.	2.5218e-004
645	2.6809e-002	2.9261e-002	1.27e-003	3.2902e-006
646	2.6231e-002	1.463e-002	0.	1.383e-004
647	1.3404e-002	2.987e-002	0.	1.1861e-004
648	0.12884	3.1602e-002	0.	8.2252e-005
649	0.12502	2.5807e-002	1.27e-003	7.7768e-007
650	0.11593	2.5604e-002	0.	8.6061e-005
651	0.13266	3.7398e-002	1.27e-003	1.207e-005
652	0.11975	3.7749e-002	0.	1.2095e-004
653	0.11796	7.1299e-002	0.	1.7884e-004
654	0.11634	6.4848e-002	1.27e-003	1.9342e-006
655	0.11159	5.7824e-002	0.	2.6031e-004
656	0.11214	9.2605e-002	0.	2.2734e-004
657	0.10435	9.3347e-002	0.	3.0101e-004
658	0.1076	8.9654e-002	0.	2.6149e-004
659	0.10723	9.3445e-002	1.27e-003	4.6655e-005
660	0.10492	9.7523e-002	0.	4.3184e-004
661	0.12494	8.8801e-002	0.	1.553e-004
662	0.1165	8.8407e-002	0.	1.7504e-004
663	0.11704	9.1765e-002	1.27e-003	3.1672e-005
664	0.11195	9.6683e-002	0.	2.3075e-004
665	0.1009	9.1222e-002	0.	2.9611e-004
666	0.10148	9.3249e-002	1.27e-003	4.2934e-005
667	9.8371e-002	8.3198e-002	0.	2.296e-004
668	9.7089e-002	8.8313e-002	0.	2.5103e-004
669	9.3863e-002	8.7432e-002	1.27e-003	6.0216e-006
670	0.12621	8.1793e-002	0.	1.6216e-004
671	0.13285	8.5837e-002	1.27e-003	1.6956e-005
672	0.10542	8.2413e-002	0.	2.2662e-004
673	0.11123	7.8357e-002	0.	1.9923e-004
674	0.10288	7.8964e-002	1.27e-003	1.3996e-005
675	0.16128	8.0615e-002	1.27e-003	2.4366e-006
676	0.10414	8.7529e-002	0.	2.4373e-004
677	0.11196	8.5456e-002	0.	2.1016e-004
678	0.10796	8.5863e-002	1.27e-003	1.6975e-005
679	0.10031	8.9195e-002	1.27e-003	2.4112e-006
680	0.11777	8.1399e-002	0.	1.8208e-004
681	0.11958	7.775e-002	1.27e-003	8.3113e-006
682	0.11596	8.5048e-002	1.27e-003	9.3174e-006
683	6.028e-002	0.10365	1.27e-003	2.9216e-006
684	4.7589e-002	9.5882e-002	2.54e-003	1.4053e-004
685	6.8171e-002	9.461e-002	2.54e-003	1.4393e-004
686	5.6277e-002	0.11526	2.54e-003	1.3124e-004
687	7.0497e-002	0.1099	2.54e-003	1.2783e-004
688	0.11777	8.1399e-002	2.54e-003	1.8208e-004
689	0.11196	8.5456e-002	2.54e-003	2.1016e-004
690	0.1165	8.8407e-002	2.54e-003	1.7504e-004
691	0.11123	7.8357e-002	2.54e-003	1.9923e-004
692	0.12621	8.1793e-002	2.54e-003	1.6216e-004
693	0.11796	7.1299e-002	2.54e-003	1.7884e-004
694	0.10414	8.7529e-002	2.54e-003	2.4373e-004
695	9.7089e-002	8.8313e-002	2.54e-003	2.5103e-004
696	0.1009	9.1222e-002	2.54e-003	2.9611e-004
697	0.10542	8.2413e-002	2.54e-003	2.2662e-004
698	0.1076	8.9654e-002	2.54e-003	2.6149e-004
699	0.17337	8.4351e-002	2.54e-003	8.5466e-005
700	0.16217	6.7518e-002	2.54e-003	8.9037e-005
701	0.15419	9.1271e-002	2.54e-003	9.1015e-005
702	0.14939	7.5037e-002	2.54e-003	1.095e-004
703	9.8371e-002	8.3198e-002	2.54e-003	2.296e-004
704	9.979e-002	7.5047e-002	2.54e-003	2.2977e-004
705	0.12494	8.8801e-002	2.54e-003	1.553e-004
706	0.13998	9.3882e-002	2.54e-003	1.1997e-004
707	0.13517	7.7647e-002	2.54e-003	1.3792e-004
708	8.4962e-002	8.6503e-002	2.54e-003	1.9225e-004
709	9.5602e-002	9.305e-002	2.54e-003	2.6479e-004
710	0.10435	9.3347e-002	2.54e-003	3.0101e-004
711	9.9408e-002	9.5958e-002	2.54e-003	3.059e-004
712	0.11214	9.2605e-002	2.54e-003	2.2734e-004
713	0.11195	9.6683e-002	2.54e-003	2.3075e-004
714	0.10492	9.7523e-002	2.54e-003	4.3184e-004
715	0.10652	6.7989e-002	2.54e-003	2.09e-004
716	0.12692	6.7153e-002	2.54e-003	1.5662e-004
717	0.11159	5.7824e-002	2.54e-003	2.6031e-004
718	0.12884	3.1602e-002	2.54e-003	8.2252e-005
719	0.14462	3.1866e-002	2.54e-003	9.0633e-005
720	0.13482	4.4991e-002	2.54e-003	1.0637e-004
721	0.11975	3.7749e-002	2.54e-003	1.2095e-004
722	0.12762	2.0313e-002	2.54e-003	6.9746e-005
723	0.11593	2.5604e-002	2.54e-003	8.6061e-005
724	3.9038e-002	2.6994e-002	2.54e-003	1.3411e-004
725	2.8444e-002	4.337e-002	2.54e-003	1.4709e-004
726	1.3404e-002	2.987e-002	2.54e-003	1.1861e-004
727	2.6231e-002	1.463e-002	2.54e-003	1.383e-004
728	5.1227e-002	7.8312e-002	2.54e-003	1.3819e-004
729	7.1808e-002	7.704e-002	2.54e-003	1.4115e-004
730	6.5499e-002	5.9261e-002	2.54e-003	1.2764e-004
731	8.5086e-002	5.9653e-002	2.54e-003	2.5218e-004
732	7.1879e-002	4.0004e-002	2.54e-003	1.0841e-004
733	7.802e-002	2.3792e-002	2.54e-003	9.5683e-005
734	9.1466e-002	2.7696e-002	2.54e-003	1.3345e-004
735	0.12682	0.1337	2.54e-003	5.9495e-005
736	0.12847	0.12318	2.54e-003	7.0814e-005
737	0.11562	0.12763	2.54e-003	6.1974e-005
738	0.1995	8.9567e-002	2.54e-003	7.4961e-005
739	0.22858	9.134e-002	2.54e-003	6.4557e-005
740	0.215	7.5699e-002	2.54e-003	6.875e-005
741	0.21335	0.10612	2.54e-003	7.0419e-005
742	0.18711	7.2747e-002	2.54e-003	7.9543e-005
743	0.18113	0.10349	2.54e-003	8.1899e-005
744	0.25832	9.1893e-002	2.54e-003	5.5463e-005
745	0.24438	7.6487e-002	2.54e-003	5.9638e-005
746	0.24379	0.1067	2.54e-003	5.9897e-005
747	0.28747	9.262e-002	2.54e-003	4.7214e-005
748	0.27362	7.7023e-002	2.54e-003	5.1029e-005
749	0.27305	0.10734	2.54e-003	5.1417e-005
750	0.31586	9.2772e-002	2.54e-003	3.9593e-005
751	0.30212	7.7713e-002	2.54e-003	4.3111e-005
752	0.30182	0.10788	2.54e-003	4.3324e-005
753	0.34353	9.2529e-002	2.54e-003	3.2744e-005
754	0.32966	7.7032e-002	2.54e-003	3.5975e-005
755	0.32985	0.10763	2.54e-003	3.6018e-005
756	0.37125	9.2088e-002	2.54e-003	2.6531e-005
757	0.3572	7.7019e-002	2.54e-003	2.9474e-005
758	0.35768	0.10807	2.54e-003	2.9416e-005
759	0.39914	9.1348e-002	2.54e-003	2.0942e-005
760	0.38519	7.6252e-002	2.54e-003	2.3548e-005
761	0.3855	0.10678	2.54e-003	2.3481e-005
762	0.42697	9.1045e-002	2.54e-003	1.604e-005
763	0.41305	7.5774e-002	2.54e-003	1.8292e-005
764	0.41322	0.1064	2.54e-003	1.8248e-005
765	0.4549	9.1051e-002	2.54e-003	1.1813e-005
766	0.44094	7.5738e-002	2.54e-003	1.3716e-005
767	0.44106	0.10624	2.54e-003	1.3679e-005
768	0.48286	9.1195e-002	2.54e-003	8.281e-006
769	0.46889	7.589e-002	2.54e-003	9.8367e-006
770	0.46899	0.10637	2.54e-003	9.7942e-006
771	0.5108	9.1312e-002	2.54e-003	5.4619e-006
772	0.49679	7.6033e-002	2.54e-003	6.6635e-006
773	0.49683	0.10652	2.54e-003	6.6085e-006
774	0.53881	9.1381e-002	2.54e-003	3.3699e-006
775	0.52474	7.6083e-002	2.54e-003	4.2101e-006
776	0.52489	0.10658	2.54e-003	4.1257e-006
777	0.55291	7.613e-002	2.54e-003	2.498e-006
778	0.55302	0.10664	2.54e-003	2.3723e-006
779	0.56692	9.144e-002	2.54e-003	2.0183e-006
780	0.53884	6.0832e-002	2.54e-003	3.3652e-006
781	0.567	6.0822e-002	2.54e-003	2.014e-006
782	0.55315	4.5567e-002	2.54e-003	2.3653e-006
783	0.51074	6.0804e-002	2.54e-003	5.4619e-006
784	0.525	4.5528e-002	2.54e-003	4.1131e-006
785	0.48283	6.0727e-002	2.54e-003	8.28e-006
786	0.49707	4.5382e-002	2.54e-003	6.585e-006
787	0.45492	6.0577e-002	2.54e-003	1.1805e-005
788	0.46915	4.5324e-002	2.54e-003	9.7664e-006
789	0.42702	6.0467e-002	2.54e-003	1.6034e-005
790	0.44124	4.5264e-002	2.54e-003	1.3651e-005
791	0.3991	6.0678e-002	2.54e-003	2.0964e-005
792	0.41333	4.5219e-002	2.54e-003	1.8241e-005
793	0.37114	6.1183e-002	2.54e-003	2.6555e-005
794	0.38531	4.5656e-002	2.54e-003	2.3542e-005
795	0.34332	6.1522e-002	2.54e-003	3.2765e-005
796	0.35734	4.611e-002	2.54e-003	2.947e-005
797	0.31591	6.1973e-002	2.54e-003	3.9543e-005
798	0.3297	4.5777e-002	2.54e-003	3.6019e-005
799	0.28827	6.2117e-002	2.54e-003	4.6962e-005
800	0.30209	4.608e-002	2.54e-003	4.3201e-005
801	0.25968	6.1617e-002	2.54e-003	5.5226e-005
802	0.27418	4.6322e-002	2.54e-003	5.1031e-005
803	0.2308	6.0845e-002	2.54e-003	6.3855e-005
804	0.2455	4.6072e-002	2.54e-003	5.9671e-005
805	0.20261	5.8879e-002	2.54e-003	7.3308e-005
806	0.21695	4.529e-002	2.54e-003	6.8355e-005
807	0.18876	4.3066e-002	2.54e-003	7.8021e-005
808	0.1759	5.5914e-002	2.54e-003	8.3132e-005
809	0.16574	0.12556	2.54e-003	7.9536e-005
810	0.14196	0.13569	2.54e-003	7.0459e-005
811	0.14361	0.12517	2.54e-003	8.6004e-005
812	0.15869	0.14232	2.54e-003	7.666e-005
813	0.19498	0.12004	2.54e-003	7.7358e-005
814	0.16195	0.11041	2.54e-003	8.7491e-005
815	0.18372	0.13565	2.54e-003	8.141e-005
816	0.22856	0.12148	2.54e-003	6.5737e-005
817	0.21587	0.13679	2.54e-003	7.0341e-005
818	0.25852	0.12215	2.54e-003	5.5881e-005
819	0.24523	0.13709	2.54e-003	6.0849e-005
820	0.2874	0.1226	2.54e-003	4.7572e-005
821	0.27376	0.13747	2.54e-003	5.1745e-005
822	0.31581	0.12274	2.54e-003	3.9804e-005
823	0.30204	0.13754	2.54e-003	4.3575e-005
824	0.344	0.12317	2.54e-003	3.2751e-005
825	0.3301	0.1376	2.54e-003	3.6137e-005
826	0.37193	0.12276	2.54e-003	2.6433e-005
827	0.35816	0.13797	2.54e-003	2.945e-005
828	0.39958	0.12183	2.54e-003	2.0857e-005
829	0.38596	0.13719	2.54e-003	2.3426e-005
830	0.4273	0.1216	2.54e-003	1.5959e-005
831	0.41374	0.13704	2.54e-003	1.8191e-005
832	0.45514	0.12156	2.54e-003	1.1732e-005
833	0.44162	0.13696	2.54e-003	1.3608e-005
834	0.48297	0.1217	2.54e-003	8.1902e-006
835	0.46951	0.13701	2.54e-003	9.715e-006
836	0.51092	0.12179	2.54e-003	5.3356e-006
837	0.49737	0.13709	2.54e-003	6.5155e-006
838	0.5391	0.12184	2.54e-003	3.177e-006
839	0.5254	0.1371	2.54e-003	4.0007e-006
840	0.56724	0.12183	2.54e-003	1.7368e-006
841	0.55348	0.13714	2.54e-003	2.1828e-006
842	0.58113	0.10663	2.54e-003	1.3674e-006
843	0.58146	0.13709	2.54e-003	1.0739e-006
844	0.59543	0.12185	2.54e-003	1.0105e-006
845	0.58101	7.6131e-002	2.54e-003	1.5455e-006
846	0.5953	9.146e-002	2.54e-003	1.3892e-006
847	0.58118	4.557e-002	2.54e-003	1.3654e-006
848	0.5953	6.0871e-002	2.54e-003	1.3891e-006
849	0.56733	3.0315e-002	2.54e-003	1.7321e-006
850	0.59547	3.0419e-002	2.54e-003	1.0079e-006
851	0.58151	1.5179e-002	2.54e-003	1.0722e-006
852	0.5393	3.0263e-002	2.54e-003	3.1631e-006
853	0.55352	1.5136e-002	2.54e-003	2.1793e-006
854	0.51133	3.0106e-002	2.54e-003	5.3005e-006
855	0.52555	1.5127e-002	2.54e-003	3.9858e-006
856	0.48339	2.9979e-002	2.54e-003	8.1407e-006
857	0.49762	1.4979e-002	2.54e-003	6.4882e-006
858	0.45547	3.0012e-002	2.54e-003	1.1684e-005
859	0.46969	1.5e-002	2.54e-003	9.682e-006
860	0.42756	3.0016e-002	2.54e-003	1.5928e-005
861	0.44177	1.5012e-002	2.54e-003	1.3576e-005
862	0.39954	3.0197e-002	2.54e-003	2.0886e-005
863	0.41385	1.5005e-002	2.54e-003	1.819e-005
864	0.37151	3.0584e-002	2.54e-003	2.6525e-005
865	0.38581	1.5192e-002	2.54e-003	2.3507e-005
866	0.34372	3.0365e-002	2.54e-003	3.2791e-005
867	0.35788	1.5392e-002	2.54e-003	2.9462e-005
868	0.31588	2.9884e-002	2.54e-003	3.9736e-005
869	0.33009	1.4974e-002	2.54e-003	3.6141e-005
870	0.288	3.0286e-002	2.54e-003	4.7318e-005
871	0.30211	1.4911e-002	2.54e-003	4.352e-005
872	0.26	3.0777e-002	2.54e-003	5.5508e-005
873	0.27428	1.5375e-002	2.54e-003	5.1491e-005
874	0.23165	3.0517e-002	2.54e-003	6.4194e-005
875	0.24618	1.5403e-002	2.54e-003	6.0089e-005
876	0.20311	2.9478e-002	2.54e-003	7.3081e-005
877	0.218	1.5115e-002	2.54e-003	6.8991e-005
878	0.17268	2.753e-002	2.54e-003	7.7447e-005
879	0.18971	1.4363e-002	2.54e-003	7.7325e-005
880	0.15982	4.0378e-002	2.54e-003	8.2471e-005
881	0.1434	2.0576e-002	2.54e-003	7.5068e-005
882	0.15965	1.3167e-002	2.54e-003	7.6956e-005
883	5.7355e-002	3.7371e-002	2.54e-003	1.2459e-004
884	6.3496e-002	2.1159e-002	2.54e-003	1.114e-004
885	5.1288e-002	1.2363e-002	2.54e-003	1.3091e-004
886	3.2143e-002	0.10459	2.54e-003	1.4319e-004
887	4.0831e-002	0.12397	2.54e-003	1.3201e-004
888	1.4694e-002	0.12149	2.54e-003	1.1985e-004
889	2.7521e-002	0.13673	2.54e-003	1.3916e-004
890	3.2489e-002	7.2798e-002	2.54e-003	1.4848e-004
891	1.7449e-002	8.9779e-002	2.54e-003	1.2277e-004
892	4.6761e-002	5.3747e-002	2.54e-003	1.3473e-004
893	1.504e-002	5.922e-002	2.54e-003	1.2689e-004
894	8.2578e-002	9.5292e-002	2.54e-003	1.5897e-004
895	8.638e-002	7.8352e-002	2.54e-003	1.8887e-004
896	0.15002	5.3503e-002	2.54e-003	9.8115e-005
897	6.4353e-002	0.1303	2.54e-003	1.1186e-004
898	5.1791e-002	0.13963	2.54e-003	1.2734e-004
899	0.13983	0.11002	2.54e-003	9.3584e-005
900	0.12698	0.10176	2.54e-003	1.9017e-004
901	0.11805	0.13942	2.54e-003	4.4432e-005
902	0.13202	0.14577	2.54e-003	6.1394e-005
903	8.4904e-002	0.11058	2.54e-003	1.5142e-004
904	9.3218e-002	0.10184	2.54e-003	2.4009e-004
905	9.5856e-002	0.10965	2.54e-003	1.6005e-004
906	7.8573e-002	0.12494	2.54e-003	1.1211e-004
907	9.1664e-002	0.12158	2.54e-003	1.0679e-004
908	8.9524e-002	0.13672	2.54e-003	7.8305e-005
909	7.6697e-002	0.14307	2.54e-003	9.5419e-005
910	0.11853	1.376e-002	2.54e-003	5.239e-005
911	0.1325	7.4097e-003	2.54e-003	6.591e-005
912	8.3029e-002	4.4058e-002	2.54e-003	1.4444e-004
913	8.917e-002	1.5146e-002	2.54e-003	8.2559e-005
914	7.6343e-002	8.7957e-003	2.54e-003	9.0884e-005
915	0.1197	0.11621	2.54e-003	1.0201e-004
916	9.9978e-002	0.10013	2.54e-003	4.499e-004
917	9.9658e-002	6.0965e-002	2.54e-003	3.0264e-004
918	0.13724	6.1021e-002	2.54e-003	1.1872e-004
919	0.12192	5.1692e-002	2.54e-003	2.2285e-004
920	0.10685	0.13335	2.54e-003	4.8287e-005
921	0.10685	0.14605	2.54e-003	2.6919e-005
922	0.10685	0.1397	1.27e-003	4.613e-006
923	0.10685	0.12065	2.54e-003	1.1361e-004
924	0.10685	0.127	1.27e-003	2.387e-005
925	0.10685	0.10795	2.54e-003	2.3024e-004
926	0.10685	0.1143	1.27e-003	2.3883e-005
927	0.10473	0.1016	2.54e-003	3.9321e-004
928	0.10685	0.1016	1.27e-003	3.7547e-005
929	0.10262	0.10795	2.54e-003	3.4929e-004
930	0.10262	0.1016	1.27e-003	1.301e-004
931	0.10262	0.12065	2.54e-003	1.3693e-004
932	0.10262	0.1143	1.27e-003	2.9934e-005
933	0.10262	0.13335	2.54e-003	8.1014e-005
934	0.10262	0.127	1.27e-003	1.5241e-005
935	0.10262	0.14605	2.54e-003	5.0133e-005
936	0.10262	0.1397	1.27e-003	8.6943e-006
937	0.10685	1.905e-002	2.54e-003	7.4427e-005
938	0.10685	6.35e-003	2.54e-003	3.3786e-005
939	0.10685	1.27e-002	1.27e-003	5.2252e-006
940	0.10685	3.175e-002	2.54e-003	1.4117e-004
941	0.10685	2.54e-002	1.27e-003	2.3807e-005
942	0.10685	4.445e-002	2.54e-003	2.4572e-004
943	0.10685	3.81e-002	1.27e-003	1.4284e-005
944	0.10473	5.08e-002	2.54e-003	3.1118e-004
945	0.10685	5.08e-002	1.27e-003	9.4808e-006
946	0.10262	4.445e-002	2.54e-003	2.7368e-004
947	0.10262	5.08e-002	1.27e-003	1.4116e-005
948	0.10262	3.175e-002	2.54e-003	1.7753e-004
949	0.10262	3.81e-002	1.27e-003	1.6345e-005
950	0.10262	1.905e-002	2.54e-003	1.318e-004
951	0.10262	2.54e-002	1.27e-003	2.988e-005
952	0.10262	6.35e-003	2.54e-003	6.1051e-005
953	0.10262	1.27e-002	1.27e-003	1.4272e-005
954	0.12081	0.1524	2.54e-003	4.4205e-005
955	0.10685	0.1524	1.27e-003	5.9096e-006
956	0.14875	0.1524	2.54e-003	6.5808e-005
957	0.13478	0.1524	1.27e-003	1.354e-006
958	0.17668	0.1524	2.54e-003	7.8729e-005
959	0.16271	0.1524	1.27e-003	4.8784e-007
960	0.20461	0.1524	2.54e-003	7.4424e-005
961	0.19064	0.1524	1.27e-003	3.3733e-006
962	0.23254	0.1524	2.54e-003	6.5379e-005
963	0.21857	0.1524	1.27e-003	8.1331e-007
964	0.26047	0.1524	2.54e-003	5.6759e-005
965	0.2465	0.1524	1.27e-003	1.1827e-006
966	0.2884	0.1524	2.54e-003	4.7805e-005
967	0.27443	0.1524	1.27e-003	1.3859e-006
968	0.31633	0.1524	2.54e-003	3.9963e-005
969	0.30236	0.1524	1.27e-003	1.2973e-006
970	0.34426	0.1524	2.54e-003	3.2894e-005
971	0.33029	0.1524	1.27e-003	1.1807e-006
972	0.37219	0.1524	2.54e-003	2.6507e-005
973	0.35822	0.1524	1.27e-003	1.153e-006
974	0.40012	0.1524	2.54e-003	2.0822e-005
975	0.38616	0.1524	1.27e-003	9.5838e-007
976	0.42805	0.1524	2.54e-003	1.5907e-005
977	0.41409	0.1524	1.27e-003	8.2495e-007
978	0.45598	0.1524	2.54e-003	1.1658e-005
979	0.44202	0.1524	1.27e-003	7.1683e-007
980	0.48391	0.1524	2.54e-003	8.1054e-006
981	0.46995	0.1524	1.27e-003	6.0844e-007
982	0.51184	0.1524	2.54e-003	5.2432e-006
983	0.49788	0.1524	1.27e-003	4.9346e-007
984	0.53977	0.1524	2.54e-003	3.0627e-006
985	0.52581	0.1524	1.27e-003	3.6591e-007
986	0.5677	0.1524	2.54e-003	1.5632e-006
987	0.55374	0.1524	1.27e-003	2.4106e-007
988	0.59563	0.1524	2.54e-003	7.1208e-007
989	0.58167	0.1524	1.27e-003	1.3243e-007
990	0.6096	0.13716	2.54e-003	6.261e-007
991	0.6096	0.1524	1.27e-003	2.4861e-008
992	0.6096	0.10668	2.54e-003	1.0298e-006
993	0.6096	0.12192	1.27e-003	5.1011e-008
994	0.6096	7.62e-002	2.54e-003	1.234e-006
995	0.6096	9.144e-002	1.27e-003	5.4657e-008
996	0.6096	4.572e-002	2.54e-003	1.0292e-006
997	0.6096	6.096e-002	1.27e-003	5.4498e-008
998	0.6096	1.524e-002	2.54e-003	6.2527e-007
999	0.6096	3.048e-002	1.27e-003	5.0585e-008
1000	3.9968e-016	4.572e-002	2.54e-003	1.0203e-004
1001	1.3323e-016	1.524e-002	2.54e-003	8.2167e-005
1002	2.7006e-016	3.048e-002	1.27e-003	6.6604e-006
1003	6.6613e-016	7.62e-002	2.54e-003	1.0532e-004
1004	5.4012e-016	6.096e-002	1.27e-003	2.2153e-006
1005	9.3259e-016	0.10668	2.54e-003	1.0311e-004
1006	8.1018e-016	9.144e-002	1.27e-003	1.5843e-006
1007	1.199e-015	0.13716	2.54e-003	8.3667e-005
1008	1.0802e-015	0.12192	1.27e-003	5.3637e-006
1009	0.59563	0.	2.54e-003	7.1093e-007
1010	0.6096	0.	1.27e-003	2.6535e-008
1011	0.5677	0.	2.54e-003	1.5636e-006
1012	0.58167	0.	1.27e-003	1.3227e-007
1013	0.53977	0.	2.54e-003	3.0571e-006
1014	0.55374	0.	1.27e-003	2.3996e-007
1015	0.51184	0.	2.54e-003	5.2332e-006
1016	0.52581	0.	1.27e-003	3.6779e-007
