Node Number	X Location (m)	Y Location (m)	Z Location (m)	Maximum Principal Stress (Pa)
957	0.13478	0.1524	1.27e-003	53862
958	0.17668	0.1524	2.54e-003	5.3123e+006
959	0.16271	0.1524	1.27e-003	19406
960	0.20461	0.1524	2.54e-003	5.1193e+006
961	0.19064	0.1524	1.27e-003	1.3419e+005
962	0.23254	0.1524	2.54e-003	4.5584e+006
963	0.21857	0.1524	1.27e-003	32353
964	0.26047	0.1524	2.54e-003	3.9044e+006
965	0.2465	0.1524	1.27e-003	47046
966	0.2884	0.1524	2.54e-003	3.2782e+006
967	0.27443	0.1524	1.27e-003	55129
968	0.31633	0.1524	2.54e-003	2.7295e+006
969	0.30236	0.1524	1.27e-003	51606
970	0.34426	0.1524	2.54e-003	2.2379e+006
971	0.33029	0.1524	1.27e-003	46967
972	0.37219	0.1524	2.54e-003	1.7932e+006
973	0.35822	0.1524	1.27e-003	45867
974	0.40012	0.1524	2.54e-003	1.3967e+006
975	0.38616	0.1524	1.27e-003	38124
976	0.42805	0.1524	2.54e-003	1.0545e+006
977	0.41409	0.1524	1.27e-003	32816
978	0.45598	0.1524	2.54e-003	7.6064e+005
979	0.44202	0.1524	1.27e-003	28515
980	0.48391	0.1524	2.54e-003	5.15e+005
981	0.46995	0.1524	1.27e-003	24203
982	0.51184	0.1524	2.54e-003	3.176e+005
983	0.49788	0.1524	1.27e-003	19630
984	0.53977	0.1524	2.54e-003	1.6816e+005
985	0.52581	0.1524	1.27e-003	14556
986	0.5677	0.1524	2.54e-003	65736
987	0.55374	0.1524	1.27e-003	9589.2
988	0.59563	0.1524	2.54e-003	10149
989	0.58167	0.1524	1.27e-003	5267.8
990	0.6096	0.13716	2.54e-003	4210.2
991	0.6096	0.1524	1.27e-003	988.96
992	0.6096	0.10668	2.54e-003	17751
993	0.6096	0.12192	1.27e-003	2029.2
994	0.6096	7.62e-002	2.54e-003	20709
995	0.6096	9.144e-002	1.27e-003	2174.2
996	0.6096	4.572e-002	2.54e-003	17522
997	0.6096	6.096e-002	1.27e-003	2167.9
998	0.6096	1.524e-002	2.54e-003	3992.1
999	0.6096	3.048e-002	1.27e-003	2012.2
1000	3.9968e-016	4.572e-002	2.54e-003	1.3923e+007
1001	1.3323e-016	1.524e-002	2.54e-003	1.1091e+007
1002	2.7006e-016	3.048e-002	1.27e-003	2.6495e+005
1003	6.6613e-016	7.62e-002	2.54e-003	1.4365e+007
1004	5.4012e-016	6.096e-002	1.27e-003	88123
1005	9.3259e-016	0.10668	2.54e-003	1.4075e+007
1006	8.1018e-016	9.144e-002	1.27e-003	63021
1007	1.199e-015	0.13716	2.54e-003	1.1343e+007
1008	1.0802e-015	0.12192	1.27e-003	2.1336e+005
1009	0.59563	0.	2.54e-003	10236
1010	0.6096	0.	1.27e-003	1055.5
1011	0.5677	0.	2.54e-003	65833
1012	0.58167	0.	1.27e-003	5261.7
1013	0.53977	0.	2.54e-003	1.6823e+005
1014	0.55374	0.	1.27e-003	9545.4
1015	0.51184	0.	2.54e-003	3.1831e+005
1016	0.52581	0.	1.27e-003	14631
1017	0.48391	0.	2.54e-003	5.1577e+005
1018	0.49788	0.	1.27e-003	19782
1019	0.45598	0.	2.54e-003	7.6098e+005
1020	0.46995	0.	1.27e-003	24531
1021	0.42805	0.	2.54e-003	1.056e+006
1022	0.44202	0.	1.27e-003	29470
1023	0.40012	0.	2.54e-003	1.3994e+006
1024	0.41409	0.	1.27e-003	34258
1025	0.37219	0.	2.54e-003	1.7901e+006
1026	0.38616	0.	1.27e-003	37522
1027	0.34426	0.	2.54e-003	2.2347e+006
1028	0.35822	0.	1.27e-003	41620
1029	0.31633	0.	2.54e-003	2.7312e+006
1030	0.33029	0.	1.27e-003	48571
1031	0.2884	0.	2.54e-003	3.2766e+006
1032	0.30236	0.	1.27e-003	52838
1033	0.26047	0.	2.54e-003	3.8693e+006
1034	0.27443	0.	1.27e-003	51765
1035	0.23254	0.	2.54e-003	4.5015e+006
1036	0.2465	0.	1.27e-003	50033
1037	0.20461	0.	2.54e-003	5.0605e+006
1038	0.21857	0.	1.27e-003	43748
1039	0.17668	0.	2.54e-003	5.1756e+006
1040	0.19064	0.	1.27e-003	42344
1041	0.14875	0.	2.54e-003	4.5688e+006
1042	0.16271	0.	1.27e-003	84762
1043	0.12081	0.	2.54e-003	3.6167e+006
1044	0.13478	0.	1.27e-003	80452
1045	0.10685	0.	1.27e-003	3.1405e+005
1046	8.9789e-002	-4.4489e-032	2.54e-003	5.0484e+006
1047	0.10262	-5.0845e-032	1.27e-003	3.1463e+005
1048	6.4135e-002	-3.1778e-032	2.54e-003	7.4882e+006
1049	7.6962e-002	0.	1.27e-003	37827
1050	3.8481e-002	-1.9067e-032	2.54e-003	9.0991e+006
1051	5.1308e-002	0.	1.27e-003	2.0144e+005
1052	1.2827e-002	-6.3556e-033	2.54e-003	8.7784e+006
1053	2.5654e-002	0.	1.27e-003	1.3469e+005
1054	0.	0.	1.27e-003	1.4164e+006
1055	1.2827e-002	0.1524	2.54e-003	8.8522e+006
1056	1.3323e-015	0.1524	1.27e-003	1.2588e+006
1057	3.8481e-002	0.1524	2.54e-003	8.9962e+006
1058	2.5654e-002	0.1524	1.27e-003	1.2188e+005
1059	6.4135e-002	0.1524	2.54e-003	7.5878e+006
1060	5.1308e-002	0.1524	1.27e-003	1.5898e+005
1061	8.9789e-002	0.1524	2.54e-003	5.1752e+006
1062	7.6962e-002	0.1524	1.27e-003	62221
1063	0.10262	0.1524	1.27e-003	4.7611e+005
1064	6.4135e-002	0.1524	0.	1.0145e+005
1065	8.9789e-002	0.1524	0.	-3.153e+005
1066	3.8481e-002	0.1524	0.	6.2358e+005
1067	1.2827e-002	0.1524	0.	-1.4556e+006
1068	0.10262	0.14605	0.	-8.3196e+005
1069	1.199e-015	0.13716	0.	-5.5219e+006
1070	3.8481e-002	-1.9067e-032	0.	5.5651e+005
1071	1.2827e-002	-6.3556e-033	0.	-1.4373e+006
1072	6.4135e-002	-3.1778e-032	0.	1.7908e+005
1073	8.9789e-002	-4.4489e-032	0.	-3.0237e+005
1074	0.10262	6.35e-003	0.	-8.808e+005
1075	1.3323e-016	1.524e-002	0.	-5.3857e+006
1076	0.14875	0.	0.	1.8332e+005
1077	0.12081	0.	0.	-2.1711e+005
1078	0.17668	0.	0.	1.7196e+005
1079	0.20461	0.	0.	29061
1080	0.23254	0.	0.	-20613
1081	0.26047	0.	0.	4605.1
1082	0.2884	0.	0.	32055
1083	0.31633	0.	0.	47561
1084	0.34426	0.	0.	57540
1085	0.37219	0.	0.	68570
1086	0.40012	0.	0.	73198
1087	0.42805	0.	0.	73470
1088	0.45598	0.	0.	74123
1089	0.48391	0.	0.	73740
1090	0.51184	0.	0.	71621
1091	0.53977	0.	0.	67107
1092	0.5677	0.	0.	58367
1093	0.59563	0.	0.	43878
1094	0.10685	6.35e-003	0.	-4.3713e+005
1095	0.6096	1.524e-002	0.	40761
1096	9.3259e-016	0.10668	0.	-6.9423e+006
1097	6.6613e-016	7.62e-002	0.	-7.0911e+006
1098	3.9968e-016	4.572e-002	0.	-6.8741e+006
1099	0.6096	4.572e-002	0.	58338
1100	0.6096	7.62e-002	0.	69655
1101	0.6096	0.10668	0.	58214
1102	0.6096	0.13716	0.	40668
1103	0.59563	0.1524	0.	44009
1104	0.5677	0.1524	0.	58441
1105	0.53977	0.1524	0.	67732
1106	0.51184	0.1524	0.	73783
1107	0.48391	0.1524	0.	76608
1108	0.45598	0.1524	0.	77067
1109	0.42805	0.1524	0.	76447
1110	0.40012	0.1524	0.	71124
1111	0.37219	0.1524	0.	63394
1112	0.34426	0.1524	0.	57062
1113	0.31633	0.1524	0.	48941
1114	0.2884	0.1524	0.	36333
1115	0.26047	0.1524	0.	18956
1116	0.23254	0.1524	0.	-21682
1117	0.20461	0.1524	0.	38707
1118	0.17668	0.1524	0.	1.8977e+005
1119	0.14875	0.1524	0.	-48344
1120	0.12081	0.1524	0.	-2.6368e+005
1121	0.10685	0.14605	0.	-3.8887e+005
1122	0.10262	3.175e-002	0.	1.7603e+005
1123	0.10262	4.445e-002	0.	-2.1417e+006
1124	0.10262	1.905e-002	0.	1.5491e+005
1125	0.10473	5.08e-002	0.	-3.6232e+006
1126	0.10685	1.905e-002	0.	3.1665e+005
1127	0.10685	3.175e-002	0.	2.0816e+006
1128	0.10685	4.445e-002	0.	1.0739e+005
1129	0.10262	0.12065	0.	1.3064e+006
1130	0.10262	0.10795	0.	1.1397e+006
1131	0.10262	0.13335	0.	-7.4242e+005
1132	0.10473	0.1016	0.	-1.5568e+006
1133	0.10685	0.13335	0.	1.9602e+005
1134	0.10685	0.12065	0.	2.572e+006
1135	0.10685	0.10795	0.	2.8166e+005
